	tweet	pattern	annotation	via	undecidable	toplevel	comment	adjudicated_by
23171	t739850071622193152	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23172	t739850071622193152	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23173	t739850071622193152	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23174	t739850071622193152	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23175	t739850071622193152	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23176	t739851851441569792	55	False	gold	False	False		merlin
23177	t739853996282773504	3	True	gold	False	False	borderline tp	merlin
23178	t739853996282773504	46	False	gold	False	False		vanessa
23179	t739853996282773504	55	False	gold	False	False		vanessa
23180	t739853996282773504	65	False	gold	False	False		vanessa
23181	t739854337598447616	23	True	gold-impl-pos	False	False	from 23: 	meliha
23182	t739854337598447616	24	True	gold	False	False		meliha
23183	t739854337598447616	24	True	gold-impl-pos	False	False	from 24: 	meliha
23184	t739854337598447616	57	True	gold	False	False		meliha
23185	t739855020590571520	23	True	gold-impl-pos	False	False	from 23: 	meliha
23186	t739855020590571520	24	True	gold-impl-pos	False	False	from 24: 	meliha
23187	t739855020590571520	57	True	gold	False	False		meliha
23188	t739855663833227270	24	False	gold	False			auto-neg-adjudicator
23189	t739855663833227270	26	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23190	t739855663833227270	57	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23191	t739855663833227270	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23192	t739855663833227270	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23193	t739855663833227270	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23194	t739855663833227270	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23195	t739855663833227270	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23196	t739856800644751360	3	True	gold	False	False		meliha
23197	t739856800644751360	3	True	gold-impl-pos	False	False	from 3: 	meliha
23198	t739856800644751360	27	True	gold-impl-pos	False	False	from 27: 	meliha
23199	t739856800644751360	46	False	gold	False	False		emilia
23200	t739856800644751360	55	True	gold	False	False		meliha
23201	t739856800644751360	58	True	gold	False	False		meliha
23202	t739856800644751360	65	False	gold	False	False		emilia
23203	t739857825376153600	3	True	gold	False	False		merlin
23204	t739857825376153600	46	False	gold	False	False		vanessa
23205	t739857825376153600	55	False	gold	False	False		vanessa
23206	t739857825376153600	65	False	gold	False	False		vanessa
23207	t739858010072309760	3	False	gold	False			merlin
23208	t739858010072309760	23	True	gold-impl-pos	False	False	from 23: 	merlin
23209	t739858010072309760	24	True	gold-impl-pos	False	False	from 24: 	merlin
23210	t739858010072309760	46	False	gold-impl-neg	False	False	from 3: 	merlin
23211	t739858010072309760	55	False	gold-impl-neg	False	False	from 3: 	merlin
23212	t739858010072309760	57	True	gold	False			merlin
23213	t739858010072309760	65	False	gold-impl-neg	False	False	from 3: 	merlin
23214	t739866697600008192	23	True	gold-impl-pos	False	False	from 23: 	meliha
23215	t739866697600008192	24	True	gold	False	False		meliha
23216	t739869003146006528	3	True	gold-impl-pos	False	False	from 3: 	merlin
23217	t739869003146006528	27	True	gold-impl-pos	False	False	from 27: 	merlin
23218	t739869003146006528	55	True	gold	False	False		merlin
23219	t739872071933693952	10	True	gold	False			merlin
23220	t739872071933693952	24	False	gold	False			thomas
23221	t739872071933693952	26	False	gold-impl-neg	False	False	from 24: 	thomas
23222	t739872071933693952	57	False	gold-impl-neg	False	False	from 24: 	thomas
23223	t739872071933693952	60	False	gold-impl-neg	False	False	from 24: 	thomas
23224	t739872071933693952	61	False	gold-impl-neg	False	False	from 24: 	thomas
23225	t739872071933693952	62	False	gold-impl-neg	False	False	from 24: 	thomas
23226	t739872071933693952	63	False	gold-impl-neg	False	False	from 24: 	thomas
23227	t739872071933693952	65	False	gold-impl-neg	False	False	from 24: 	thomas
23228	t739877069321084928	3	False	gold	False			merlin
23229	t739877069321084928	6	True	gold	False			merlin
23230	t739877069321084928	46	False	gold-impl-neg	False	False	from 3: 	merlin
23231	t739877069321084928	55	False	gold-impl-neg	False	False	from 3: 	merlin
23232	t739877069321084928	58	True	gold	False			philipp
23233	t739877069321084928	65	False	gold-impl-neg	False	False	from 3: 	merlin
23234	t739881676617199616	3	False	gold	False			merlin
23235	t739881676617199616	8	False	gold	False			merlin
23236	t739881676617199616	16	False	gold	False			merlin
23237	t739881676617199616	16	False	gold-impl-neg	False	False	from 42: 	philipp
23238	t739881676617199616	38	False	gold-impl-neg	False	False	from 45: 	philipp
23239	t739881676617199616	41	False	gold-impl-neg	False	False	from 45: 	philipp
23240	t739881676617199616	42	False	gold	False			philipp
23241	t739881676617199616	43	False	gold	False			merlin
23242	t739881676617199616	45	False	gold	False			philipp
23243	t739881676617199616	46	False	gold-impl-neg	False	False	from 3: 	merlin
23244	t739881676617199616	50	False	gold-impl-neg	False	False	from 45: 	philipp
23245	t739881676617199616	54	False	gold-impl-neg	False	False	from 42: 	philipp
23246	t739881676617199616	55	False	gold-impl-neg	False	False	from 3: 	merlin
23247	t739881676617199616	65	False	gold-impl-neg	False	False	from 3: 	merlin
23248	t739883217159880705	3	True	gold	False			philipp
23249	t739883217159880705	46	False	gold	False	False		emilia
23250	t739883217159880705	55	False	gold	False	False		emilia
23251	t739883217159880705	65	False	gold	False	False		emilia
23252	t739886435294154752	3	True	gold	False	False		nathan
23253	t739886435294154752	3	True	gold-impl-pos	False	False	from 3: 	emilia
23254	t739886435294154752	23	True	gold-impl-pos	False	False	from 23: 	emilia
23255	t739886435294154752	24	True	gold-impl-pos	False	False	from 24: 	emilia
23256	t739886435294154752	46	False	gold	False	False		emilia
23257	t739886435294154752	55	False	gold	False	False		emilia
23258	t739886435294154752	65	True	gold	False			emilia
23259	t739886963235377153	3	True	gold	False	False		nathan
23260	t739886963235377153	46	False	gold	False	False		vanessa
23261	t739886963235377153	55	False	gold	False	False		vanessa
23262	t739886963235377153	65	False	gold	False	False		vanessa
23263	t739887105917243392	23	True	gold-impl-pos	False	False	from 23: 	meliha
23264	t739887105917243392	24	True	gold	False	False		meliha
23265	t739887621518688256	23	True	gold-impl-pos	False	False	from 23: 	meliha
23266	t739887621518688256	24	True	gold	False	False		meliha
23267	t739888261196304384	23	True	gold-impl-pos	False	False	from 23: 	meliha
23268	t739888261196304384	24	False	gold	False	False	refinement	merlin
23269	t739888261196304384	24	True	gold-impl-pos	False	False	from 24: 	meliha
23270	t739888261196304384	26	False	gold-impl-neg	False	False	from 24: refinement	merlin
23271	t739888261196304384	57	False	gold-impl-neg	False	False	from 24: refinement	merlin
23272	t739888261196304384	57	True	gold	False	False		meliha
23273	t739888261196304384	60	False	gold-impl-neg	False	False	from 24: refinement	merlin
23274	t739888261196304384	61	False	gold-impl-neg	False	False	from 24: refinement	merlin
23275	t739888261196304384	62	False	gold-impl-neg	False	False	from 24: refinement	merlin
23276	t739888261196304384	63	False	gold-impl-neg	False	False	from 24: refinement	merlin
23277	t739888261196304384	65	False	gold-impl-neg	False	False	from 24: refinement	merlin
23278	t739889188183650305	3	False	gold	False			auto-neg-adjudicator
23279	t739889188183650305	46	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
23280	t739889188183650305	55	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
23281	t739889188183650305	58	True	gold	False	False		merlin
23282	t739889188183650305	65	False	gold-impl-neg	False	False	from 3: 	auto-neg-adjudicator
23283	t739891743466885122	3	False	gold	False			philipp
23284	t739891743466885122	46	False	gold-impl-neg	False	False	from 3: 	philipp
23285	t739891743466885122	55	False	gold-impl-neg	False	False	from 3: 	philipp
23286	t739891743466885122	58	True	gold	False	False		merlin
23287	t739891743466885122	65	False	gold-impl-neg	False	False	from 3: 	philipp
23288	t739892258833596416	0	True	gold	False			merlin
23289	t739892881834541061	38	False	gold-impl-neg	False	False	from 45: 	philipp
23290	t739892881834541061	41	False	gold-impl-neg	False	False	from 45: 	philipp
23291	t739892881834541061	45	False	gold	False			philipp
23292	t739892881834541061	50	False	gold-impl-neg	False	False	from 45: 	philipp
23293	t739894029152837633	3	False	gold	False	False		merlin
23294	t739894029152837633	46	False	gold-impl-neg	False	False	from 3: 	merlin
23295	t739894029152837633	55	False	gold-impl-neg	False	False	from 3: 	merlin
23296	t739894029152837633	58	True	gold	False	False		merlin
23297	t739894029152837633	65	False	gold-impl-neg	False	False	from 3: 	merlin
23298	t739895992586260486	3	True	gold	False			merlin
23299	t739895992586260486	46	False	gold	False	False		emilia
23300	t739895992586260486	55	False	gold	False	False		emilia
23301	t739895992586260486	65	False	gold	False	False		emilia
23302	t739899309135630339	3	False	gold	False	False		merlin
23303	t739899309135630339	46	False	gold-impl-neg	False	False	from 3: 	merlin
23304	t739899309135630339	55	False	gold-impl-neg	False	False	from 3: 	merlin
23305	t739899309135630339	58	True	gold	False	False		merlin
23306	t739899309135630339	65	False	gold-impl-neg	False	False	from 3: 	merlin
23307	t739904378539237378	23	True	gold-impl-pos	False	False	from 23: 	meliha
23308	t739904378539237378	24	True	gold	False	False		meliha
23309	t739904747407347712	3	True	gold	False	False		nathan
23310	t739904747407347712	46	False	gold	False	False		emilia
23311	t739904747407347712	55	False	gold	False	False		emilia
23312	t739904747407347712	65	False	gold	False	False		emilia
23313	t739907967462473729	23	True	gold-impl-pos	False	False	from 23: tp	merlin
23314	t739907967462473729	24	True	gold	False	False	tp	merlin
23315	t739909416368152576	23	True	gold-impl-pos	False	False	from 23: 	meliha
23316	t739909416368152576	24	True	gold	False	False		meliha
23317	t739910643118133248	3	True	gold	False			merlin
23318	t739910643118133248	46	False	gold	False	False		emilia
23319	t739910643118133248	55	False	gold	False	False		emilia
23320	t739910643118133248	65	False	gold	False	False		emilia
23321	t739911451339546624	10	True	gold	False			niki
23322	t739911921479131136	6	False	gold	False			merlin
23323	t739911921479131136	10	True	gold	False			niki
23324	t739911921479131136	38	False	gold	False			merlin
23325	t739911921479131136	38	False	gold-impl-neg	False	False	from 45: 	merlin
23326	t739911921479131136	41	False	gold	False			merlin
23327	t739911921479131136	41	False	gold-impl-neg	False	False	from 38: 	merlin
23328	t739911921479131136	41	False	gold-impl-neg	False	False	from 45: 	merlin
23329	t739911921479131136	45	False	gold	False			merlin
23330	t739911921479131136	48	False	gold-impl-neg	False	False	from 6: 	merlin
23331	t739911921479131136	49	False	gold	False			merlin
23332	t739911921479131136	49	False	gold-impl-neg	False	False	from 6: 	merlin
23333	t739911921479131136	50	False	gold-impl-neg	False	False	from 45: 	merlin
23334	t739911921479131136	51	False	gold-impl-neg	False	False	from 6: 	merlin
23335	t739912615028240384	3	False	gold	False			philipp
23336	t739912615028240384	46	False	gold-impl-neg	False	False	from 3: 	philipp
23337	t739912615028240384	55	False	gold-impl-neg	False	False	from 3: 	philipp
23338	t739912615028240384	65	False	gold-impl-neg	False	False	from 3: 	philipp
23339	t739914375885139968	3	True	gold	False	False		merlin
23340	t739914375885139968	46	False	gold	False	False		vanessa
23341	t739914375885139968	55	False	gold	False	False		vanessa
23342	t739914375885139968	65	False	gold	False	False		vanessa
23343	t739915431096537089	3	True	gold	False	False		merlin
23344	t739915431096537089	46	False	gold	False	False		vanessa
23345	t739915431096537089	55	False	gold	False	False		vanessa
23346	t739915431096537089	65	False	gold	False	False		vanessa
23347	t739916037542584320	3	True	gold	False			philipp
23348	t739916037542584320	46	False	gold	False	False		vanessa
23349	t739916037542584320	55	False	gold	False	False		vanessa
23350	t739916037542584320	65	False	gold	False	False		vanessa
23351	t739927048894984192	23	True	gold-impl-pos	False	False	from 23: 	meliha
23352	t739927048894984192	24	False	gold	False	False	refinement	merlin
23353	t739927048894984192	24	True	gold-impl-pos	False	False	from 24: 	meliha
23354	t739927048894984192	26	False	gold-impl-neg	False	False	from 24: refinement	merlin
23355	t739927048894984192	57	False	gold-impl-neg	False	False	from 24: refinement	merlin
23356	t739927048894984192	57	True	gold	False	False		meliha
23357	t739927048894984192	60	False	gold-impl-neg	False	False	from 24: refinement	merlin
23358	t739927048894984192	61	False	gold-impl-neg	False	False	from 24: refinement	merlin
23359	t739927048894984192	62	False	gold-impl-neg	False	False	from 24: refinement	merlin
23360	t739927048894984192	63	False	gold-impl-neg	False	False	from 24: refinement	merlin
23361	t739927048894984192	65	False	gold-impl-neg	False	False	from 24: refinement	merlin
23362	t739927401774321664	3	True	gold	False	False		nathan
23363	t739927401774321664	46	False	gold	False	False		emilia
23364	t739927401774321664	55	False	gold	False	False		emilia
23365	t739927401774321664	65	False	gold	False	False		emilia
23366	t739935675701694464	38	False	gold-impl-neg	False	False	from 45: 	philipp
23367	t739935675701694464	41	False	gold-impl-neg	False	False	from 45: 	philipp
23368	t739935675701694464	44	False	gold	False			philipp
23369	t739935675701694464	45	False	gold	False			philipp
23370	t739935675701694464	50	False	gold-impl-neg	False	False	from 45: 	philipp
23371	t739943855013912576	23	True	gold-impl-pos	False	False	from 23: 	meliha
23372	t739943855013912576	24	True	gold	False	False		meliha
23373	t739944838553014274	3	True	gold	False	False		merlin
23374	t739944838553014274	46	False	gold	False	False		emilia
23375	t739944838553014274	55	False	gold	False	False		emilia
23376	t739944838553014274	65	False	gold	False	False		emilia
23377	t739950530877870080	58	True	gold	False	False		meliha
23378	t739958923319517185	23	True	gold-impl-pos	False	False	from 23: 	meliha
23379	t739958923319517185	24	True	gold-impl-pos	False	False	from 24: 	meliha
23380	t739958923319517185	57	True	gold	False	False		meliha
23381	t739963591969890304	3	True	gold	False			merlin
23382	t739963591969890304	46	False	gold	False	False		emilia
23383	t739963591969890304	55	False	gold	False	False		emilia
23384	t739963591969890304	65	False	gold	False	False		emilia
23385	t739965958383644675	3	False	gold	False	False	possibility not desire	merlin
23386	t739965958383644675	46	False	gold-impl-neg	False	False	from 3: possibility not desire	merlin
23387	t739965958383644675	55	False	gold-impl-neg	False	False	from 3: possibility not desire	merlin
23388	t739965958383644675	65	False	gold-impl-neg	False	False	from 3: possibility not desire	merlin
23389	t739967204154822656	3	True	gold	False	False	tp	merlin
23390	t739967204154822656	46	False	gold	False	False		emilia
23391	t739967204154822656	55	False	gold	False	False		emilia
23392	t739967204154822656	65	False	gold	False	False		emilia
23393	t739996795468554241	3	True	gold	False	False		meliha
23394	t739996795468554241	23	True	gold-impl-pos	False	False	from 23: 	meliha
23395	t739996795468554241	24	True	gold	False	False		meliha
23396	t739996795468554241	46	False	gold	False	False		emilia
23397	t739996795468554241	55	False	gold	False	False		emilia
23398	t739996795468554241	65	False	gold	False	False		emilia
23399	t740010911050518528	23	True	gold-impl-pos	False	False	from 23: 	meliha
23400	t740010911050518528	24	True	gold	False	False		meliha
23401	t740017902238195713	3	True	gold	False	False		merlin
23402	t740017902238195713	46	False	gold	False	False		vanessa
23403	t740017902238195713	55	False	gold	False	False		vanessa
23404	t740017902238195713	65	False	gold	False	False		vanessa
23405	t740023023474855936	24	False	gold	False	False	not a group	merlin
23406	t740023023474855936	26	False	gold-impl-neg	False	False	from 24: not a group	merlin
23407	t740023023474855936	57	False	gold-impl-neg	False	False	from 24: not a group	merlin
23408	t740023023474855936	60	False	gold-impl-neg	False	False	from 24: not a group	merlin
23409	t740023023474855936	61	False	gold-impl-neg	False	False	from 24: not a group	merlin
23410	t740023023474855936	62	False	gold-impl-neg	False	False	from 24: not a group	merlin
23411	t740023023474855936	63	False	gold-impl-neg	False	False	from 24: not a group	merlin
23412	t740023023474855936	65	False	gold-impl-neg	False	False	from 24: not a group	merlin
23413	t740026473684172800	3	True	gold	False	False		nathan
23414	t740026473684172800	46	False	gold	False	False		emilia
23415	t740026473684172800	55	False	gold	False	False		emilia
23416	t740026473684172800	65	False	gold	False	False		emilia
23417	t740033833727348736	23	True	gold-impl-pos	False	False	from 23: concept	merlin
23418	t740033833727348736	24	True	gold	False	False	concept	merlin
23419	t740042720857718784	3	False	gold	False			nathan
23420	t740042720857718784	46	False	gold-impl-neg	False	False	from 3: 	nathan
23421	t740042720857718784	55	False	gold-impl-neg	False	False	from 3: 	nathan
23422	t740042720857718784	58	True	gold	False	False		merlin
23423	t740042720857718784	65	False	gold-impl-neg	False	False	from 3: 	nathan
23424	t740049994963517445	0	True	gold	False	False		merlin
23425	t740049994963517445	2	True	gold	False	False		merlin
23426	t740049994963517445	23	True	gold-impl-pos	False	False	from 23: 	merlin
23427	t740049994963517445	24	True	gold-impl-pos	False	False	from 24: 	merlin
23428	t740049994963517445	57	True	gold	False	False		merlin
23429	t740051160309071872	3	True	gold	False			nathan
23430	t740051160309071872	46	False	gold	False	False		emilia
23431	t740051160309071872	55	False	gold	False	False		emilia
23432	t740051160309071872	65	False	gold	False	False		emilia
23433	t740070887811125248	23	True	gold-impl-pos	False	False	from 23: tp with missng slot	merlin
23434	t740070887811125248	24	True	gold	False	False	tp with missng slot	merlin
23435	t740078972575350784	23	True	gold-impl-pos	False	False	from 23: 	meliha
23436	t740078972575350784	24	True	gold-impl-pos	False	False	from 24: 	meliha
23437	t740078972575350784	57	True	gold	False	False		meliha
23438	t740081564164427776	3	True	gold	False	False		nathan
23439	t740081564164427776	46	False	gold	False	False		emilia
23440	t740081564164427776	55	False	gold	False	False		emilia
23441	t740081564164427776	65	False	gold	False	False		emilia
23442	t740083009962016768	24	False	gold	False			auto-neg-adjudicator
23443	t740083009962016768	26	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23444	t740083009962016768	57	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23445	t740083009962016768	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23446	t740083009962016768	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23447	t740083009962016768	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23448	t740083009962016768	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23449	t740083009962016768	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23450	t740086466714456064	23	True	gold-impl-pos	False	False	from 23: 	meliha
23451	t740086466714456064	24	True	gold	False	False		meliha
23452	t740086466714456064	58	True	gold	False	False		meliha
23453	t740087329440829440	3	False	gold	False	False		merlin
23454	t740087329440829440	46	False	gold-impl-neg	False	False	from 3: 	merlin
23455	t740087329440829440	55	False	gold-impl-neg	False	False	from 3: 	merlin
23456	t740087329440829440	58	True	gold	False	False		merlin
23457	t740087329440829440	65	False	gold-impl-neg	False	False	from 3: 	merlin
23458	t740093144784601088	3	True	gold	False	False		merlin
23459	t740093144784601088	46	False	gold	False	False		emilia
23460	t740093144784601088	55	False	gold	False	False		emilia
23461	t740093144784601088	65	False	gold	False	False		emilia
23462	t740093685837266944	24	False	gold	False	False	not an entity	merlin
23463	t740093685837266944	26	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23464	t740093685837266944	57	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23465	t740093685837266944	60	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23466	t740093685837266944	61	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23467	t740093685837266944	62	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23468	t740093685837266944	63	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23469	t740093685837266944	65	False	gold-impl-neg	False	False	from 24: not an entity	merlin
23470	t740093714668785664	0	True	gold-impl-pos	False	False	from 0: 	merlin
23471	t740093714668785664	1	True	gold-impl-pos	False	False	from 1: 	merlin
23472	t740093714668785664	2	True	gold-impl-pos	False	False	from 2: 	merlin
23473	t740093714668785664	6	False	gold	False			merlin
23474	t740093714668785664	38	True	gold-impl-pos	False	False	from 38: 	merlin
23475	t740093714668785664	41	True	gold	False			merlin
23476	t740093714668785664	45	True	gold-impl-pos	False	False	from 45: 	merlin
23477	t740093714668785664	48	False	gold-impl-neg	False	False	from 6: 	merlin
23478	t740093714668785664	49	False	gold-impl-neg	False	False	from 6: 	merlin
23479	t740093714668785664	50	True	gold-impl-pos	False	False	from 50: 	merlin
23480	t740093714668785664	51	False	gold-impl-neg	False	False	from 6: 	merlin
23481	t740093714668785664	64	True	gold-impl-pos	False	False	from 64: 	merlin
23482	t740111815842123776	3	True	gold	False	False		merlin
23483	t740111815842123776	24	False	gold	False			auto-neg-adjudicator
23484	t740111815842123776	26	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23485	t740111815842123776	46	False	gold	False	False		emilia
23486	t740111815842123776	55	False	gold	False	False		emilia
23487	t740111815842123776	57	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23488	t740111815842123776	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23489	t740111815842123776	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23490	t740111815842123776	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23491	t740111815842123776	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23492	t740111815842123776	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23493	t740112344441839616	38	False	gold-impl-neg	False	False	from 45: 	philipp
23494	t740112344441839616	41	False	gold-impl-neg	False	False	from 45: 	philipp
23495	t740112344441839616	45	False	gold	False			philipp
23496	t740112344441839616	50	False	gold-impl-neg	False	False	from 45: 	philipp
23497	t740113239934160896	23	True	gold-impl-pos	False	False	from 23: tp with missing slot	merlin
23498	t740113239934160896	24	True	gold	False	False	tp with missing slot	merlin
23499	t740113797193576448	3	False	gold	False	False	fp	merlin
23500	t740113797193576448	46	False	gold-impl-neg	False	False	from 3: fp	merlin
23501	t740113797193576448	55	False	gold-impl-neg	False	False	from 3: fp	merlin
23502	t740113797193576448	65	False	gold-impl-neg	False	False	from 3: fp	merlin
23503	t740114470828138496	23	True	gold-impl-pos	False	False	from 23: 	meliha
23504	t740114470828138496	24	True	gold	False	False		meliha
23505	t740115734127333376	3	True	gold	False	False		merlin
23506	t740115734127333376	46	False	gold	False	False		emilia
23507	t740115734127333376	55	False	gold	False	False		emilia
23508	t740115734127333376	65	False	gold	False	False		emilia
23509	t740116739460091908	24	False	gold	False	False		merlin
23510	t740116739460091908	26	False	gold-impl-neg	False	False	from 24: 	merlin
23511	t740116739460091908	57	False	gold-impl-neg	False	False	from 24: 	merlin
23512	t740116739460091908	60	False	gold-impl-neg	False	False	from 24: 	merlin
23513	t740116739460091908	61	False	gold-impl-neg	False	False	from 24: 	merlin
23514	t740116739460091908	62	False	gold-impl-neg	False	False	from 24: 	merlin
23515	t740116739460091908	63	False	gold-impl-neg	False	False	from 24: 	merlin
23516	t740116739460091908	65	False	gold-impl-neg	False	False	from 24: 	merlin
23517	t740120793754042368	3	False	gold	False	False		merlin
23518	t740120793754042368	46	False	gold-impl-neg	False	False	from 3: 	merlin
23519	t740120793754042368	55	False	gold-impl-neg	False	False	from 3: 	merlin
23520	t740120793754042368	58	True	gold	False	False		merlin
23521	t740120793754042368	65	False	gold-impl-neg	False	False	from 3: 	merlin
23522	t740122759141969920	3	True	gold-impl-pos	False	False	from 3: 	merlin
23523	t740122759141969920	27	True	gold-impl-pos	False	False	from 27: 	merlin
23524	t740122759141969920	55	True	gold	False	False		merlin
23525	t740124309801308160	23	True	gold-impl-pos	False	False	from 23: 	meliha
23526	t740124309801308160	24	True	gold	False	False		meliha
23527	t740125070648086528	0	True	gold	False			merlin
23528	t740125070648086528	6	True	gold	False			merlin
23529	t740125070648086528	38	False	gold	False			merlin
23530	t740125070648086528	41	False	gold-impl-neg	False	False	from 38: 	merlin
23531	t740125630063382528	23	True	gold-impl-pos	False	False	from 23: tp	merlin
23532	t740125630063382528	24	True	gold	False	False	tp	merlin
23533	t740127790192791552	23	True	gold-impl-pos	False	False	from 23: 	meliha
23534	t740127790192791552	24	True	gold	False	False		meliha
23535	t740128008284049409	8	False	gold	False			merlin
23536	t740128008284049409	10	True	gold	False			merlin
23537	t740128008284049409	44	True	gold	False			merlin
23538	t740128848789016577	3	True	gold	False	False		meliha
23539	t740128848789016577	46	False	gold	False	False		meliha
23540	t740128848789016577	55	False	gold	False	False		meliha
23541	t740128848789016577	65	False	gold	False	False		meliha
23542	t740130471493799937	23	True	gold-impl-pos	False	False	from 23: 	meliha
23543	t740130471493799937	24	True	gold	False	False		meliha
23544	t740132044299198464	24	False	gold	False			auto-neg-adjudicator
23545	t740132044299198464	26	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23546	t740132044299198464	57	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23547	t740132044299198464	60	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23548	t740132044299198464	61	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23549	t740132044299198464	62	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23550	t740132044299198464	63	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23551	t740132044299198464	65	False	gold-impl-neg	False	False	from 24: 	auto-neg-adjudicator
23552	t740133256536854528	23	True	gold-impl-pos	False	False	from 23: 	merlin
23553	t740133256536854528	24	True	gold-impl-pos	False	False	from 24: 	merlin
23554	t740133256536854528	57	True	gold	False	False		merlin
23555	t740135972243922944	23	True	gold-impl-pos	False	False	from 23: 	meliha
23556	t740135972243922944	24	True	gold-impl-pos	False	False	from 24: 	meliha
23557	t740135972243922944	57	True	gold	False	False		meliha
23558	t740136828007796740	3	False	gold	False	False		merlin
23559	t740136828007796740	23	True	gold-impl-pos	False	False	from 23: 	merlin
23560	t740136828007796740	24	True	gold	False	False		merlin
23561	t740136828007796740	46	False	gold-impl-neg	False	False	from 3: 	merlin
23562	t740136828007796740	55	False	gold-impl-neg	False	False	from 3: 	merlin
23563	t740136828007796740	65	False	gold-impl-neg	False	False	from 3: 	merlin
23564	t740141410180042752	23	True	gold-impl-pos	False	False	from 23: 	meliha
23565	t740141410180042752	24	False	gold	False	False	refinement	merlin
23566	t740141410180042752	24	True	gold-impl-pos	False	False	from 24: 	meliha
23567	t740141410180042752	26	False	gold-impl-neg	False	False	from 24: refinement	merlin
23568	t740141410180042752	57	False	gold-impl-neg	False	False	from 24: refinement	merlin
23569	t740141410180042752	57	True	gold	False	False		meliha
23570	t740141410180042752	60	False	gold-impl-neg	False	False	from 24: refinement	merlin
23571	t740141410180042752	61	False	gold-impl-neg	False	False	from 24: refinement	merlin
23572	t740141410180042752	62	False	gold-impl-neg	False	False	from 24: refinement	merlin
23573	t740141410180042752	63	False	gold-impl-neg	False	False	from 24: refinement	merlin
23574	t740141410180042752	65	False	gold-impl-neg	False	False	from 24: refinement	merlin
23575	t740141587439734784	23	True	gold-impl-pos	False	False	from 23: 	meliha
23576	t740141587439734784	24	True	gold-impl-pos	False	False	from 24: 	meliha
23577	t740141587439734784	57	True	gold	False	False		meliha
23578	t740145002869837825	2	True	gold	False	False		merlin
23579	t740145218012450816	3	True	gold	False	False		meliha
23580	t740145218012450816	46	False	gold	False	False		vanessa
23581	t740145218012450816	55	False	gold	False	False		vanessa
23582	t740145218012450816	65	False	gold	False	False		vanessa
23583	t740146660714614786	23	True	gold-impl-pos	False	False	from 23: 	meliha
23584	t740146660714614786	24	True	gold	False	False		meliha
23585	t740147094611169280	10	True	gold	False			merlin
23586	t740147691636678656	0	True	gold	False	False		merlin
23587	t740148065177210880	23	True	gold-impl-pos	False	False	from 23: 	meliha
23588	t740148065177210880	24	True	gold	False	False		meliha
23589	t740150094431965184	23	True	gold-impl-pos	False	False	from 23: 	meliha
23590	t740150094431965184	24	True	gold-impl-pos	False	False	from 24: 	meliha
23591	t740150094431965184	57	True	gold	False	False		meliha
23592	t740154239129911296	23	True	gold-impl-pos	False	False	from 23: 	meliha
